Trait	Marker	Chr	Pos	marker_F	p	marker_Rsq	add_F	add_p	dom_F	dom_p	marker_df	marker_MS	error_df	error_MS	model_df	model_MS	minorObs
CotColor	ss715578716	phavu.Chr02	2223451	7.4052	6.3835E-4	0.0102	13.91341	2.0102E-4	0.89826	0.34345	2	11531.80561	1119	1557.25737	8	64710.34418	109
CotColor	ss715578717	phavu.Chr02	2230781	0.16386	0.84888	2.3E-4	0.2958	0.58664	0.03218	0.85767	2	259.00448	1115	1580.64473	8	61218.8624	302
CotColor	ss715578722	phavu.Chr02	2246694	3.17767	0.04206	0.00441	4.89644	0.02711	1.4569	0.22768	2	4985.63389	1119	1568.95741	8	63073.80125	121
CotColor	ss715578728	phavu.Chr02	2274638	4.34234	0.01323	0.00603	6.49657	0.01094	2.18125	0.13998	2	6799.98647	1116	1565.97114	8	63367.50917	547
CotColor	ss715578729	phavu.Chr02	2275959	14.66787	1.3532E-4	0.0101	14.66787	1.3532E-4	NaN	NaN	1	22824.37997	1120	1556.08056	7	73920.50317	20
CotColor	ss715578730	phavu.Chr02	2279828	2.19185	0.11219	0.00306	4.24692	0.03955	0.14005	0.70831	2	3448.66776	1117	1573.40636	8	62350.06759	495
CotColor	ss715578731	phavu.Chr02	2284699	5.34593	0.00489	0.00745	10.22263	0.00143	0.47405	0.49127	2	8382.72194	1115	1568.05679	8	62930.7181	74
CotColor	ss715578733	phavu.Chr02	2287938	2.07657	0.12584	0.0029	2.86247	0.09095	1.28993	0.25631	2	3267.8026	1115	1573.65383	8	62276.7362	396
CotColor	ss715578734	phavu.Chr02	2296433	7.34947	6.7485E-4	0.01029	10.71331	0.0011	3.957	0.04692	2	11492.74499	1105	1563.75076	8	63103.34568	464
CotColor	ss715578746	phavu.Chr02	2355288	2.41012	0.09027	0.00336	2.39227	0.12222	2.42492	0.1197	2	3785.58607	1116	1570.7043	8	62702.85442	100
CotColor	ss715578750	phavu.Chr02	2364655	0.65649	0.51887	9.1551E-4	0.8736	0.35016	0.43982	0.50735	2	1034.6445	1119	1576.01905	8	62086.0539	57
CotColor	ss715578752	phavu.Chr02	2378119	0.77136	0.46263	0.00108	1.43085	0.23188	0.11302	0.7368	2	1214.89104	1116	1574.98993	8	62095.30308	139
CotColor	ss715578755	phavu.Chr02	2381212	1.55221	0.21224	0.00216	2.63175	0.10503	0.47389	0.49134	2	2442.40037	1119	1573.50295	8	62437.99287	3
CotColor	ss715578757	phavu.Chr02	2384412	0.889	0.34595	6.2154E-4	0.889	0.34595	NaN	NaN	1	1399.92468	1116	1574.71218	7	70712.49907	1
CotColor	ss715578763	phavu.Chr02	2396176	1.864	0.17244	0.0013	1.864	0.17244	NaN	NaN	1	2932.17278	1118	1573.05752	7	71010.67522	2
CotColor	ss715578768	phavu.Chr02	2421404	0.81379	0.3672	5.6718E-4	0.81379	0.3672	NaN	NaN	1	1281.97811	1120	1575.31485	7	70843.01719	1
CotColor	ss715578770	phavu.Chr02	2426934	3.0572	0.08065	0.00213	3.0572	0.08065	NaN	NaN	1	4810.51325	1119	1573.50295	7	71104.37711	3
CotColor	ss715578771	phavu.Chr02	2431330	1.18096	0.2774	8.2399E-4	1.18096	0.2774	NaN	NaN	1	1859.13536	1118	1574.26078	7	70892.72613	1
CotColor	ss715578772	phavu.Chr02	2436476	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN	1121	1575.05317	6	82436.52371	0
CotColor	ss715578784	phavu.Chr02	2481744	0.99841	0.36879	0.00139	1.89323	0.16911	0.10512	0.74584	2	1572.56051	1119	1575.05763	8	62220.53291	1
CotColor	ss715578787	phavu.Chr02	2489455	7.65585	0.00575	0.0053	7.65585	0.00575	NaN	NaN	1	11987.19438	1120	1565.75662	7	72372.3338	25
CotColor	ss715578790	phavu.Chr02	2506568	8.54717	0.00353	0.00592	8.54717	0.00353	NaN	NaN	1	13374.36084	1119	1564.77057	7	72489.83499	26
CotColor	ss715578792	phavu.Chr02	2510357	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN	1121	1575.05317	6	82436.52371	0
CotColor	ss715578794	phavu.Chr02	2523130	3.24662	0.03928	0.00471	5.15574	0.02336	1.33591	0.24801	2	5171.03341	1088	1592.74507	8	57899.15098	28
CotColor	ss715578795	phavu.Chr02	2525149	0.85112	0.42721	0.00119	0.72936	0.39327	0.9729	0.32417	2	1340.91254	1119	1575.47165	8	62162.62092	74
CotColor	ss715578799	phavu.Chr02	2555747	0.19781	0.82055	2.7796E-4	0.31726	0.57337	0.07863	0.77921	2	312.78537	1114	1581.20998	8	61135.73155	509
CotColor	ss715578801	phavu.Chr02	2560021	2.3083	0.0999	0.00321	3.36948	0.06668	1.24637	0.26449	2	3627.22273	1119	1571.38531	8	62734.19846	19
CotColor	ss715578803	phavu.Chr02	2565976	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN	1121	1575.05317	6	82436.52371	0
CotColor	ss715578805	phavu.Chr02	2580590	2.1755	0.11403	0.00305	0.90551	0.34152	3.4435	0.06377	2	3420.77512	1112	1572.41115	8	62235.80741	540
CotColor	ss715578810	phavu.Chr02	2601764	0.19532	0.8226	2.7451E-4	0.19607	0.658	0.19472	0.6591	2	308.74237	1113	1580.67176	8	61265.07087	509
CotColor	ss715578812	phavu.Chr02	2605265	1.21761	0.29633	0.0017	1.23124	0.2674	1.20375	0.27281	2	1917.4972	1117	1574.80611	8	62135.99349	319
CotColor	ss715578815	phavu.Chr02	2610178	3.61733	0.02717	0.00502	6.56316	0.01054	0.67342	0.41204	2	5669.00567	1118	1567.1788	8	63245.59978	290
CotColor	ss715578816	phavu.Chr02	2611571	2.00389	0.13529	0.0028	1.97138	0.16058	2.03458	0.15404	2	3151.91205	1116	1572.89317	8	62380.9446	261
CotColor	ss715578817	phavu.Chr02	2614460	3.75872	0.02361	0.00523	7.3706	0.00673	0.15242	0.6963	2	5899.48937	1116	1569.54845	8	62785.44771	278
CotColor	ss715578820	phavu.Chr02	2617317	1.50615	0.22221	0.0021	3.01003	0.08303	0.00496	0.94388	2	2371.16246	1116	1574.31777	8	62099.15889	275
CotColor	ss715578822	phavu.Chr02	2626192	5.75295	0.00327	0.00798	11.49677	7.2164E-4	0.01925	0.88968	2	8958.72432	1112	1557.24092	8	64193.61637	378
CotColor	ss715578826	phavu.Chr02	2635762	0.78339	0.45711	0.00109	0.96828	0.32532	0.59884	0.43918	2	1232.64503	1117	1573.48313	8	62294.18642	257
CotColor	ss715578827	phavu.Chr02	2637003	5.38139	0.02053	0.00374	5.38139	0.02053	NaN	NaN	1	8450.34544	1119	1570.28929	7	71583.00685	26
CotColor	ss715578832	phavu.Chr02	2654324	0.43134	0.64974	6.0177E-4	0.83483	0.36108	0.02858	0.86579	2	680.07703	1119	1576.65277	8	61997.41204	10
CotColor	ss715578838	phavu.Chr02	2691624	8.05732	3.3567E-4	0.01117	14.22164	1.7105E-4	1.88171	0.17042	2	12527.3738	1110	1554.78156	8	64577.74275	548
CotColor	ss715578842	phavu.Chr02	2705392	7.25521	7.404E-4	0.01004	11.97589	5.5934E-4	2.5182	0.11282	2	11294.40495	1113	1556.73125	8	64605.33043	556
CotColor	ss715578845	phavu.Chr02	2715338	1.82158	0.1774	0.00127	1.82158	0.1774	NaN	NaN	1	2867.29487	1119	1574.06959	7	70991.76955	2
CotColor	ss715578848	phavu.Chr02	2724688	2.57543	0.07657	0.00358	5.11712	0.02388	0.03813	0.84521	2	4044.12873	1117	1570.2761	8	62780.89985	457
CotColor	ss715578856	phavu.Chr02	2753216	5.18148	0.00576	0.00716	8.87297	0.00296	1.48614	0.22307	2	8088.12018	1118	1560.96584	8	64103.54965	122
CotColor	ss715578858	phavu.Chr02	2755143	4.91277	0.00751	0.00681	9.82605	0.00177	0.00821	0.92782	2	7677.36531	1117	1562.73536	8	63795.58785	124
CotColor	ss715578860	phavu.Chr02	2763102	1.53217	0.21652	0.00216	1.37288	0.24157	1.69061	0.19379	2	2417.07473	1106	1577.54813	8	61373.00199	440
CotColor	ss715578862	phavu.Chr02	2769018	5.00184	0.00688	0.00693	9.97818	0.00163	0.03411	0.8535	2	7814.71117	1116	1562.36868	8	63910.35427	136
CotColor	ss715578865	phavu.Chr02	2778279	1.30475	0.27165	0.00182	0.00474	0.94514	2.60475	0.10683	2	2054.71872	1118	1574.80241	8	62264.08027	233
CotColor	ss715578870	phavu.Chr02	2790162	0.06557	0.93653	9.1603E-5	0.09546	0.7574	0.03576	0.85004	2	103.25526	1116	1574.67528	8	62132.93475	289
CotColor	ss715578872	phavu.Chr02	2791752	1.29598	0.27404	0.00182	2.57244	0.10902	0.02177	0.88273	2	2045.83032	1113	1578.60242	8	61396.14654	187
CotColor	ss715578874	phavu.Chr02	2796266	1.91025	0.14853	0.00267	3.73682	0.05348	0.08674	0.76842	2	3004.41361	1116	1572.78414	8	62303.55111	182
CotColor	ss715578876	phavu.Chr02	2801896	4.7008	0.00927	0.00658	8.67325	0.0033	0.73045	0.39292	2	7364.45906	1108	1566.64064	8	62780.24942	103
CotColor	ss715578879	phavu.Chr02	2812412	6.61874	0.00139	0.00925	11.19179	8.4907E-4	2.03526	0.15397	2	10366.33333	1110	1566.20992	8	62912.77816	131
CotColor	ss715578882	phavu.Chr02	2825569	2.98687	0.05085	0.00418	2.03364	0.15413	3.93473	0.04754	2	4691.21733	1111	1570.61378	8	62535.29218	456
CotColor	ss715578885	phavu.Chr02	2829751	2.13846	0.14393	0.00149	2.13846	0.14393	NaN	NaN	1	3351.4646	1113	1567.22911	7	71631.19686	438
CotColor	ss715578902	phavu.Chr02	2892575	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN	1117	1575.78062	6	82193.88229	0
CotColor	ss715578907	phavu.Chr02	2915019	0.00305	0.95593	2.1321E-6	0.00305	0.95593	NaN	NaN	1	4.81412	1119	1575.84886	7	70657.20223	61
CotColor	ss715578913	phavu.Chr02	2944680	4.10695	0.01671	0.0058	8.15089	0.00438	0.06987	0.79158	2	6471.77232	1104	1575.80936	8	61311.82748	466
CotColor	ss715578941	phavu.Chr02	3031424	3.93618	0.0198	0.00548	3.25351	0.07154	4.60831	0.03203	2	6160.1388	1112	1565.00326	8	63349.61025	372
CotColor	ss715578942	phavu.Chr02	3033126	1.97577	0.13914	0.00276	3.27563	0.07059	0.67686	0.41085	2	3094.46045	1112	1566.20514	8	62992.88474	373
CotColor	ss715578946	phavu.Chr02	3038334	0.49927	0.60711	6.9821E-4	0.11261	0.73726	0.88595	0.34678	2	786.66931	1116	1575.63371	8	61874.30972	522
CotColor	ss715578951	phavu.Chr02	3051719	4.7029	0.00925	0.00656	3.01591	0.08273	6.37529	0.01171	2	7354.93947	1110	1563.91662	8	63097.16024	405
CotColor	ss715578954	phavu.Chr02	3071924	19.57774	4.398E-9	0.02647	37.73342	1.126E-9	1.40827	0.2356	2	29850.05902	1116	1524.69376	8	69188.16342	100
CotColor	ss715578957	phavu.Chr02	3080035	2.10919	0.12182	0.00294	4.21324	0.04034	0.00888	0.92494	2	3311.37739	1117	1569.97336	8	62772.86761	310
CotColor	ss715578964	phavu.Chr02	3099830	19.82447	3.4654E-9	0.02683	39.62428	4.4147E-10	0.05808	0.8096	2	30236.78308	1116	1525.22492	8	68996.29087	73
CotColor	ss715578972	phavu.Chr02	3128484	7.61475	5.1925E-4	0.01057	14.7213	1.3163E-4	0.51461	0.4733	2	11886.88108	1113	1561.03436	8	63871.10827	331
CotColor	ss715578975	phavu.Chr02	3137444	2.11888	0.12065	0.00297	1.18728	0.27612	3.04829	0.0811	2	3333.50462	1110	1573.23913	8	62097.62022	556
CotColor	ss715578982	phavu.Chr02	3160446	0.70702	0.49333	9.8997E-4	0.6417	0.42327	0.77247	0.37964	2	1115.16215	1115	1577.27415	8	61783.90309	512
CotColor	ss715578983	phavu.Chr02	3162076	4.79674	0.00843	0.00665	9.49402	0.00211	0.10706	0.74358	2	7488.244	1115	1561.11034	8	63932.04563	310
CotColor	ss715578987	phavu.Chr02	3178447	10.78966	2.2845E-5	0.01483	21.47292	4.0105E-6	0.12323	0.72562	2	16726.8347	1117	1550.26555	8	65573.43791	287
CotColor	ss715579001	phavu.Chr02	3237203	0.00108	0.97375	7.676E-7	0.00108	0.97375	NaN	NaN	1	1.72049	1111	1587.67343	7	68211.8557	50
CotColor	ss715579006	phavu.Chr02	3251994	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN	1121	1575.05317	6	82436.52371	0
CotColor	ss715579012	phavu.Chr02	3276003	0.44247	0.64256	6.2004E-4	0.54751	0.45949	0.33776	0.56124	2	694.84312	1110	1570.36611	8	62272.02684	8
CotColor	ss715579013	phavu.Chr02	3281308	0.11971	0.88719	1.6726E-4	0.14576	0.7027	0.09378	0.75948	2	188.85246	1118	1577.60024	8	61800.31524	91
CotColor	ss715579018	phavu.Chr02	3290574	20.07729	2.7259E-9	0.02747	40.06858	3.5592E-10	0.11802	0.73126	2	30601.75799	1103	1524.19747	8	68402.29613	545
CotColor	ss715579021	phavu.Chr02	3296361	20.00423	2.9132E-9	0.02702	39.86229	3.9246E-10	0.17559	0.67527	2	30456.94947	1116	1522.52543	8	69412.56543	545
CotColor	ss715579023	phavu.Chr02	3300420	20.40236	1.9864E-9	0.02771	39.15936	5.5631E-10	1.62343	0.20288	2	31114.2876	1112	1525.03354	8	68712.22158	554
CotColor	ss715579027	phavu.Chr02	3312803	2.16607	0.11511	0.00303	4.16915	0.0414	0.16612	0.68367	2	3401.38488	1111	1570.30153	8	62579.10683	449
CotColor	ss715579028	phavu.Chr02	3313958	0.94736	0.38808	0.00135	1.03302	0.30967	0.86184	0.35343	2	1492.56416	1099	1575.49251	8	60974.70226	515
CotColor	ss715579029	phavu.Chr02	3315586	0.75872	0.46851	0.00107	1.33647	0.24791	0.18195	0.66978	2	1198.96872	1111	1580.25407	8	61161.23974	516
CotColor	ss715579032	phavu.Chr02	3320292	1.18134	0.30725	0.00165	2.15115	0.14274	0.21303	0.64449	2	1860.30727	1117	1574.74879	8	62164.40476	501
CotColor	ss715579033	phavu.Chr02	3323142	2.65275	0.0709	0.00371	4.61505	0.03191	0.69173	0.40576	2	4164.66422	1112	1569.9425	8	62560.36976	422
CotColor	ss715579035	phavu.Chr02	3328987	1.88274	0.1703	0.00131	1.88274	0.1703	NaN	NaN	1	2963.07608	1120	1573.81387	7	71083.17405	2
CotColor	ss715579037	phavu.Chr02	3333585	1.68677	0.18559	0.00236	0.41786	0.51814	2.95495	0.08589	2	2658.02316	1117	1575.80583	8	62027.19171	50
CotColor	ss715579038	phavu.Chr02	3336772	0.58734	0.44361	4.108E-4	0.58734	0.44361	NaN	NaN	1	926.02278	1117	1576.64285	7	70438.46577	540
CotColor	ss715579040	phavu.Chr02	3342559	0.51493	0.59768	7.1903E-4	0.75411	0.38536	0.27623	0.59928	2	812.0559	1118	1577.02542	8	61953.41456	542
CotColor	ss715579042	phavu.Chr02	3345138	0.61328	0.54175	8.6075E-4	0.06476	0.79918	1.1618	0.28133	2	969.54048	1115	1580.90546	8	61260.3443	501
CotColor	ss715579044	phavu.Chr02	3355052	1.83669	0.15983	0.00257	3.12213	0.07751	0.5525	0.45746	2	2894.85399	1114	1576.12935	8	61913.51912	49
CotColor	ss715579053	phavu.Chr02	3375794	11.76627	8.776E-6	0.01622	21.56019	3.8373E-6	1.95386	0.16245	2	18227.16213	1112	1549.1032	8	65640.95779	551
CotColor	ss715579054	phavu.Chr02	3378315	11.27432	1.42E-5	0.01543	20.47842	6.6742E-6	2.05101	0.15238	2	17438.01044	1119	1546.70115	8	66186.89539	559
CotColor	ss715579055	phavu.Chr02	3382442	11.07853	1.7216E-5	0.01526	20.28909	7.3591E-6	1.85244	0.17378	2	17160.24754	1113	1548.96422	8	65651.59501	547
CotColor	ss715579057	phavu.Chr02	3387651	10.90736	2.036E-5	0.01497	21.83425	3.3349E-6	5.3802E-5	0.99415	2	16842.44636	1114	1544.13554	8	66194.11358	551
CotColor	ss715579069	phavu.Chr02	3427220	15.45226	2.4029E-7	0.02114	30.9252	3.3565E-8	0.0069	0.93379	2	23757.29515	1112	1537.46457	8	67246.54082	400
CotColor	ss715579081	phavu.Chr02	3458900	21.55716	6.521E-10	0.02906	42.50823	1.0641E-10	0.62054	0.43101	2	32717.90818	1115	1517.72831	8	69951.88952	549
CotColor	ss715579089	phavu.Chr02	3483188	1.00158	0.36763	0.0014	1.73777	0.18769	0.26653	0.60577	2	1581.4048	1116	1578.91018	8	61464.59902	107
CotColor	ss715579100	phavu.Chr02	3518783	2.03041	0.13177	0.00283	3.72673	0.0538	0.33631	0.56209	2	3183.85175	1114	1568.08501	8	62880.23032	71
CotColor	ss715579102	phavu.Chr02	3524524	3.20123	0.04109	0.00445	6.31282	0.01213	0.09476	0.75827	2	5020.10142	1117	1568.17877	8	63058.27186	419
CotColor	ss715579104	phavu.Chr02	3530881	0.76252	0.46673	0.00107	1.04099	0.30781	0.48453	0.48652	2	1204.27058	1111	1579.33387	8	61287.20634	471
CotColor	ss715579107	phavu.Chr02	3536177	1.62772	0.19684	0.00227	3.00362	0.08335	0.25382	0.6145	2	2565.20161	1117	1575.95182	8	61956.40612	67
CotColor	ss715579112	phavu.Chr02	3548683	1.17902	0.30796	0.00164	2.29325	0.13022	0.06669	0.79626	2	1856.42346	1119	1574.55028	8	62291.49864	557
CotColor	ss715579118	phavu.Chr02	3562237	1.95948	0.14142	0.00274	2.36096	0.12469	1.55683	0.21239	2	3084.31916	1116	1574.04994	8	62221.41284	59
CotColor	ss715579123	phavu.Chr02	3571972	2.2124	0.10992	0.00308	4.3385	0.03749	0.08983	0.76445	2	3480.44447	1117	1573.15545	8	62411.30627	89
CotColor	ss715579125	phavu.Chr02	3574425	1.25549	0.28534	0.00176	2.45752	0.11725	0.05554	0.81374	2	1980.02113	1117	1577.08992	8	61768.11575	63
CotColor	ss715579127	phavu.Chr02	3579099	1.85405	0.15708	0.0026	2.06048	0.15144	1.64642	0.19971	2	2922.00506	1114	1576.01379	8	61962.52361	547
CotColor	ss715579129	phavu.Chr02	3581262	2.44833	0.0869	0.00342	2.9087	0.08838	1.98538	0.1591	2	3847.15845	1113	1571.34066	8	62326.20965	553
CotColor	ss715579131	phavu.Chr02	3582745	1.66879	0.18895	0.00233	2.17514	0.14054	1.16213	0.28126	2	2624.51696	1115	1572.70564	8	62234.04612	551
CotColor	ss715579132	phavu.Chr02	3585591	2.07589	0.12593	0.0029	1.86719	0.17207	2.28244	0.13113	2	3264.78197	1116	1572.71699	8	62506.21966	553
CotColor	ss715579135	phavu.Chr02	3589812	1.61265	0.19982	0.00225	2.43944	0.1186	0.78634	0.3754	2	2537.60003	1116	1573.55421	8	62340.02129	554
CotColor	ss715579138	phavu.Chr02	3593529	1.86914	0.15474	0.0026	1.81828	0.17779	1.91851	0.1663	2	2940.56393	1118	1573.21772	8	62485.54157	554
CotColor	ss715579139	phavu.Chr02	3595146	12.05485	6.6144E-6	0.01659	23.875	1.1783E-6	0.25075	0.61665	2	18660.83582	1114	1547.99368	8	65693.70398	399
CotColor	ss715579141	phavu.Chr02	3597388	1.86475	0.15543	0.00264	2.40171	0.12149	1.32707	0.24958	2	2922.29977	1095	1567.13036	8	62139.92074	527
CotColor	ss715579145	phavu.Chr02	3605511	3.14293	0.04354	0.00436	5.72183	0.01692	0.56626	0.45191	2	4931.43464	1119	1569.05428	8	63060.25144	415
CotColor	ss715579147	phavu.Chr02	3608479	5.58226	0.00387	0.00773	9.86156	0.00173	1.3003	0.2544	2	8702.99224	1115	1559.04502	8	64240.72324	464
CotColor	ss715579156	phavu.Chr02	3629512	8.04582	3.3936E-4	0.01109	12.04716	5.3849E-4	4.01204	0.04542	2	12519.1885	1118	1555.98744	8	64795.46029	218
CotColor	ss715579157	phavu.Chr02	3632583	4.16463	0.01578	0.00578	7.83105	0.00522	0.50172	0.47889	2	6504.9995	1114	1561.96163	8	63737.73391	493
CotColor	ss715579164	phavu.Chr02	3649944	3.9922	0.01872	0.00555	5.05692	0.02472	2.91877	0.08783	2	6253.07271	1115	1566.32414	8	63331.37054	554
CotColor	ss715579168	phavu.Chr02	3655869	2.33343	0.09744	0.0033	4.50819	0.03395	0.16209	0.68732	2	3680.96443	1106	1577.48944	8	61181.04592	424
CotColor	ss715579174	phavu.Chr02	3685509	1.63877	0.19469	0.00231	0.43334	0.51049	2.84349	0.09203	2	2586.7816	1107	1578.48608	8	61348.3741	449
CotColor	ss715579176	phavu.Chr02	3687367	1.63622	0.19518	0.00228	0.13763	0.71072	3.13455	0.07692	2	2574.21379	1119	1573.26736	8	62470.94623	358
CotColor	ss715579177	phavu.Chr02	3689171	0.19161	0.82566	2.6837E-4	0.19343	0.66016	0.18992	0.66306	2	302.74693	1117	1580.03588	8	61413.29265	350
CotColor	ss715579181	phavu.Chr02	3694704	2.53504	0.07971	0.00353	2.68381	0.10165	2.38295	0.12295	2	3970.57773	1115	1566.27532	8	63107.05046	292
CotColor	ss715579183	phavu.Chr02	3698664	1.08397	0.33861	0.00151	0.41252	0.52083	1.75514	0.1855	2	1705.07685	1117	1572.99808	8	62401.27537	454
CotColor	ss715579198	phavu.Chr02	3734020	2.29669	0.10107	0.00321	4.46364	0.03485	0.1332	0.71521	2	3609.41047	1113	1571.57398	8	62460.45616	471
CotColor	ss715579200	phavu.Chr02	3735682	2.10512	0.12232	0.00294	3.96596	0.04667	0.24696	0.61932	2	3303.79124	1113	1569.41017	8	62719.952	472
CotColor	ss715579201	phavu.Chr02	3737074	2.02498	0.13248	0.00283	3.68582	0.05513	0.36622	0.5452	2	3187.45057	1117	1574.06839	8	62178.46126	89
CotColor	ss715579213	phavu.Chr02	3764966	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN	1120	1575.31485	6	82342.41402	0
CotColor	ss715579214	phavu.Chr02	3766042	0.78073	0.45832	0.00112	1.24562	0.26463	0.31663	0.57376	2	1244.24335	1102	1593.68227	8	58707.01985	392
CotColor	ss715579216	phavu.Chr02	3767728	0.51413	0.59817	7.2164E-4	1.01363	0.31425	0.01552	0.90086	2	809.42503	1110	1574.36961	8	61967.3671	440
CotColor	ss715579221	phavu.Chr02	3783569	1.76955	0.17089	0.00248	1.19393	0.27477	2.34373	0.12607	2	2788.17258	1115	1575.64044	8	62001.31618	543
CotColor	ss715579222	phavu.Chr02	3788872	0.0364	0.96426	5.0998E-5	0.07165	0.789	0.00121	0.97222	2	57.38074	1114	1576.37139	8	61781.36072	443
CotColor	ss715579224	phavu.Chr02	3791530	0.98178	0.37497	0.00137	1.41933	0.23377	0.54481	0.4606	2	1546.02055	1115	1574.7111	8	62093.57084	544
CotColor	ss715579228	phavu.Chr02	3796366	2.75715	0.0639	0.00385	4.73429	0.02978	0.78095	0.37704	2	4336.22189	1115	1572.7163	8	62330.31198	87
CotColor	ss715579230	phavu.Chr02	3799569	11.18444	1.551E-5	0.01531	21.64232	3.6773E-6	0.73176	0.3925	2	17290.21629	1118	1545.91643	8	66205.73651	69
CotColor	ss715579231	phavu.Chr02	3801245	0.98898	0.37228	0.00138	1.61368	0.20424	0.36518	0.54576	2	1555.7461	1114	1573.0889	8	62230.3574	368
CotColor	ss715579232	phavu.Chr02	3802899	12.35207	4.9428E-6	0.01689	24.01184	1.0985E-6	0.69878	0.40337	2	19077.91394	1118	1544.51102	8	66489.68968	67
CotColor	ss715579233	phavu.Chr02	3804490	2.1572	0.11613	0.00301	1.04088	0.30784	3.27141	0.07077	2	3392.82799	1114	1572.79093	8	62390.36763	545
CotColor	ss715579239	phavu.Chr02	3815743	2.54899	0.07863	0.00362	1.79324	0.18081	3.30092	0.06952	2	3941.24891	1078	1546.19872	8	63986.43576	495
CotColor	ss715579244	phavu.Chr02	3828570	2.55131	0.07843	0.00355	4.55146	0.03311	0.55298	0.45726	2	4007.87064	1118	1570.90568	8	62754.50807	138
CotColor	ss715579246	phavu.Chr02	3829800	1.21842	0.29609	0.00171	2.10687	0.14692	0.33124	0.56505	2	1922.88957	1115	1578.18177	8	61565.66303	539
CotColor	ss715579249	phavu.Chr02	3836502	2.52534	0.08049	0.00351	1.79555	0.18052	3.25152	0.07163	2	3962.83525	1117	1569.22722	8	62901.46028	545
CotColor	ss715579255	phavu.Chr02	3853942	2.05933	0.12802	0.00287	2.21301	0.13713	1.90386	0.16792	2	3234.69737	1114	1570.75128	8	62580.75622	541
CotColor	ss715579256	phavu.Chr02	3859993	1.47963	0.22817	0.00206	2.92406	0.08755	0.03772	0.84605	2	2322.25766	1116	1569.48807	8	62776.11376	532
CotColor	ss715579258	phavu.Chr02	3861711	1.69635	0.18383	0.00236	2.22967	0.13567	1.16269	0.28114	2	2659.93423	1115	1568.03792	8	62907.63768	534
CotColor	ss715579260	phavu.Chr02	3863726	4.13009	0.01633	0.00579	2.76188	0.09682	5.48715	0.01933	2	6490.95209	1110	1571.62348	8	62261.77024	516
CotColor	ss715579268	phavu.Chr02	3871133	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN	1120	1575.31485	6	82342.41402	0
CotColor	ss715579270	phavu.Chr02	3875155	5.75142	0.00327	0.00799	11.2581	8.1944E-4	0.25229	0.61557	2	9002.03832	1115	1565.18447	8	63515.20129	315
CotColor	ss715579284	phavu.Chr02	3913764	3.29194	0.03754	0.0046	6.58217	0.01043	0.00758	0.93066	2	5171.95214	1113	1571.0951	8	62530.82612	103
CotColor	ss715579286	phavu.Chr02	3917724	3.46387	0.03165	0.00482	6.86484	0.00891	0.06864	0.79338	2	5423.80861	1115	1565.82152	8	63233.87701	99
CotColor	ss715579291	phavu.Chr02	3926357	0.99951	0.36839	0.0014	1.97555	0.16014	0.02521	0.87388	2	1575.63808	1113	1576.40461	8	61818.22113	372
CotColor	ss715579294	phavu.Chr02	3932050	5.63157	0.00369	0.0078	11.24887	8.2341E-4	0.02408	0.87671	2	8804.2834	1118	1563.3804	8	63805.79181	102
CotColor	ss715579295	phavu.Chr02	3937221	1.94632	0.16326	0.00136	1.94632	0.16326	NaN	NaN	1	3062.58514	1119	1573.52553	7	71112.87005	5
CotColor	ss715579299	phavu.Chr02	3947231	1.05461	0.34867	0.00147	0.57041	0.45025	1.53854	0.2151	2	1662.39039	1118	1576.30389	8	62008.01654	131
CotColor	ss715579303	phavu.Chr02	3956145	0.82419	0.43886	0.00115	1.32189	0.2505	0.32729	0.56737	2	1299.51066	1116	1576.71061	8	61867.21954	129
CotColor	ss715579313	phavu.Chr02	3986233	3.06518	0.04704	0.0043	4.53783	0.03337	1.59012	0.20757	2	4827.09199	1111	1574.81665	8	61931.52164	335
CotColor	ss715579316	phavu.Chr02	3994984	0.45205	0.63644	6.3507E-4	0.70075	0.40271	0.20384	0.65172	2	714.24411	1114	1580.01653	8	61150.20308	5
CotColor	ss715579324	phavu.Chr02	4015639	2.23998	0.10694	0.00312	3.82095	0.05086	0.66017	0.41667	2	3516.96623	1117	1570.08903	8	62794.11099	200
CotColor	ss715579327	phavu.Chr02	4023442	3.91756	0.02017	0.00548	6.3529	0.01186	1.47947	0.22412	2	6123.45349	1107	1563.07857	8	63284.29973	214
CotColor	ss715579330	phavu.Chr02	4030428	2.90345	0.05525	0.00406	5.69461	0.01718	0.11681	0.73259	2	4567.63446	1114	1573.1747	8	62339.68152	218
CotColor	ss715579332	phavu.Chr02	4034488	3.88442	0.02084	0.00541	5.39133	0.02042	2.3709	0.1239	2	6101.52096	1116	1570.76615	8	62627.40203	223
CotColor	ss715579333	phavu.Chr02	4036276	2.22339	0.10872	0.00311	4.02856	0.04498	0.42033	0.51691	2	3488.58671	1112	1569.03606	8	62541.69869	207
CotColor	ss715579335	phavu.Chr02	4040493	3.08632	0.04606	0.0043	5.98048	0.01462	0.19647	0.65767	2	4842.98722	1116	1569.17741	8	62888.44868	221
